These are100 gaus distributed points with a mean of3and a sigma of 1.5
0	6.61644
1	2.23832
2	1.41562
3	3.36702
4	2.61599
5	3.05033
6	2.18425
7	2.05046
8	2.34682
9	2.52977
10	3.68618
11	2.50991
12	4.46825
13	3.23983
14	3.1416
15	1.2725
16	4.23779
17	4.30213
18	4.81128
19	3.63855
20	4.4322
21	0.942356
22	4.49566
23	4.4301
24	0.724011
25	2.95075
26	0.832842
27	2.728
28	3.11501
29	-1.13427
30	3.03721
31	4.94144
32	2.39115
33	2.77945
34	0.306641
35	3.04319
36	3.05888
37	4.87583
38	4.38312
39	1.60871
40	1.24676
41	5.02701
42	3.01374
43	1.93243
44	3.76614
45	4.78217
46	4.24319
47	4.54521
48	3.45934
49	4.56401
50	5.64251
51	1.20693
52	3.69363
53	3.86825
54	1.2586
55	2.28713
56	4.34727
57	5.03055
58	4.71001
59	1.68576
60	1.85928
61	2.52929
62	3.39536
63	0.899185
64	3.45577
65	2.17777
66	3.12683
67	2.20676
68	3.2728
69	3.31114
70	2.62437
71	-0.0702913
72	3.45934
73	1.59292
74	2.50916
75	0.565023
76	1.13957
77	1.96475
78	5.20166
79	2.04227
80	6.27552
81	1.92525
82	2.96673
83	3.65993
84	4.1969
85	4.30214
86	1.80004
87	4.185
88	1.15355
89	4.52918
90	1.98877
91	5.55872
92	3.61787
93	2.4716
94	4.04285
95	4.53952
96	1.85595
97	2.35627
98	3.72974
99	3.62971
